 1,  1,  2,  0.000000,  1114.143600, -819.897600, -458.593200 
 2,  1,  1,  0.000000,  1171.643600, -819.897600, -458.593200 
 3,  1,  1,  0.000000,  1229.143600, -819.897600, -458.593200 
 4,  1,  1,  0.000000,  1286.643600, -819.897600, -458.593200 
 5,  1,  3,  0.000000,  1344.143600, -819.897600, -458.593200 
 6,  1,  1,  0.000000,  1401.643600, -819.897600, -458.593200 
 7,  1,  1,  0.000000,  1459.143600, -819.897600, -458.593200 
 8,  1,  1,  0.000000,  1516.643600, -819.897600, -458.593200 
 9,  1,  2,  0.000000,  1574.143600, -819.897600, -458.593200 
 10,  2,  2,  0.000000,  604.066800,  667.826400,  880.358400 
 11,  2,  1,  0.000000,  661.566800,  667.826400,  880.358400 
 12,  2,  1,  0.000000,  719.066800,  667.826400,  880.358400 
 13,  2,  1,  0.000000,  776.566800,  667.826400,  880.358400 
 14,  2,  3,  0.000000,  834.066800,  667.826400,  880.358400 
 15,  2,  1,  0.000000,  891.566800,  667.826400,  880.358400 
 16,  2,  1,  0.000000,  949.066800,  667.826400,  880.358400 
 17,  2,  1,  0.000000,  1006.566800,  667.826400,  880.358400 
 18,  2,  2,  0.000000,  1064.066800,  667.826400,  880.358400 
 19,  3,  2,  0.000000, -819.897600,  1454.194800, -1287.468000 
 20,  3,  1,  0.000000, -762.397600,  1454.194800, -1287.468000 
 21,  3,  1,  0.000000, -704.897600,  1454.194800, -1287.468000 
 22,  3,  1,  0.000000, -647.397600,  1454.194800, -1287.468000 
 23,  3,  3,  0.000000, -589.897600,  1454.194800, -1287.468000 
 24,  3,  1,  0.000000, -532.397600,  1454.194800, -1287.468000 
 25,  3,  1,  0.000000, -474.897600,  1454.194800, -1287.468000 
 26,  3,  1,  0.000000, -417.397600,  1454.194800, -1287.468000 
 27,  3,  2,  0.000000, -359.897600,  1454.194800, -1287.468000 
 28,  4,  2,  0.000000, -649.872000,  1029.130800,  136.496400 
 29,  4,  1,  0.000000, -592.372000,  1029.130800,  136.496400 
 30,  4,  1,  0.000000, -534.872000,  1029.130800,  136.496400 
 31,  4,  1,  0.000000, -477.372000,  1029.130800,  136.496400 
 32,  4,  3,  0.000000, -419.872000,  1029.130800,  136.496400 
 33,  4,  1,  0.000000, -362.372000,  1029.130800,  136.496400 
 34,  4,  1,  0.000000, -304.872000,  1029.130800,  136.496400 
 35,  4,  1,  0.000000, -247.372000,  1029.130800,  136.496400 
