2676,,,,,,,,
337,r      ,337,1.835,3.407,2.268,0.0606,-0.0377,0.0567
338,r      ,338,1.233,0.767,1.302,-0.2439,-0.0701,0.0272
339,r      ,339,0.28,2.429,3.921,-0.1774,0.0382,-0.1302
340,r      ,340,4.153,2.488,0.837,-0.0143,-0.0812,-0.3
341,r      ,341,4.844,3.224,3.729,-0.1071,-0.0834,-0.2355
342,r      ,342,4.945,0.931,1.958,0.1406,0.0358,0.2073
343,r      ,343,3.3,2.71,0.429,-0.0833,0.2665,-0.101
344,r      ,344,2.424,0.492,3.633,-0.0526,0.1314,0.144
345,r      ,345,4.671,2.46,3.773,-0.0556,0.1313,0.2087
346,r      ,346,0.625,1.461,2.369,-0.1788,-0.1567,0.377
347,r      ,347,0.954,2.898,1.59,-0.1619,0.0106,0.2088
348,r      ,348,3.294,1.66,3.681,-0.1555,-0.1653,0.1298
349,r      ,349,3.046,4.275,2.869,0.1716,0.2123,-0.2119
350,r      ,350,3.805,4.963,1.596,-0.0641,-0.006,0.1716
351,r      ,351,1.754,1.215,4.044,0.2068,-0.2167,0.1854
352,r      ,352,3.041,4.602,1.101,-0.1263,-0.1248,0.0296
353,r      ,353,1.563,3.993,0.753,0.0754,-0.1559,0.0435
354,r      ,354,4.729,1.355,4.38,0.0054,-0.0572,0.0149
355,r      ,355,1.455,1.039,4.308,0.1752,-0.0339,0.0413
356,r      ,356,1.501,0.143,2.7,-0.0161,0.1566,0.0157
357,r      ,357,1.755,4.931,2.784,0.0972,-0.0282,-0.1327
358,r      ,358,3.145,3.171,0.544,-0.0879,0.0363,0.1122
359,r      ,359,1.818,3.718,4.734,0.0274,0.0857,-0.0049
360,r      ,360,2.147,1.693,3.645,0.0836,-0.036,0.133
361,r      ,361,3.277,3.564,2.182,0.2247,-0.1178,0.3265
362,r      ,362,1.333,3.501,1.722,-0.1072,-0.1407,-0.1426
363,r      ,363,1.486,4.092,2.683,-0.0017,-0.0121,-0.0559
364,r      ,364,3.185,4.64,4.871,0.0637,0.1507,-0.1324
365,r      ,365,4.466,2.023,4.657,-0.1866,-0.2047,-0.0574
366,r      ,366,4.167,1.403,3.12,0.2707,0.1665,-0.118
367,r      ,367,1.199,0.144,1.111,-0.1916,0.1785,-0.137
368,r      ,368,0.519,0.652,2.899,-0.0535,-0.0851,0.1395
369,r      ,369,2.456,2.588,3.185,0.0006,-0.0065,0.0706
370,r      ,370,0.82,1.694,3.109,0.188,0.0066,0.1957
371,r      ,371,0.712,3.841,1.601,-0.0453,0.049,0.13
372,r      ,372,2.094,4.138,1.132,0.0293,0.0152,0.1122
373,r      ,373,4.713,0.777,4.672,-0.3353,-0.0831,0.3116
374,r      ,374,0.655,0.165,4.722,0.1222,0.2161,-0.0319
375,r      ,375,2.025,0.159,2.935,0.0894,0.0648,0.0549
376,r      ,376,3.567,0.499,2.363,0.0249,0.0352,0.0511
377,r      ,377,3.52,1.609,0.605,0.1462,0.0706,-0.0611
378,r      ,378,1.531,2.661,3.002,-0.1746,-0.0334,-0.1038
379,r      ,379,0.249,0.545,3.923,-0.0308,0.0226,-0.0133
380,r      ,380,0.3,4.904,1.884,-0.1157,0.0523,-0.0878
381,r      ,381,3.03,1.713,2.609,0.1948,-0.1573,0.2953
382,r      ,382,4.047,0.638,0.934,-0.1799,-0.1373,0.0454
383,r      ,383,0.402,0.371,1.78,0.0305,0.0222,-0.0215
384,r      ,384,4.041,2.567,1.33,-0.1079,0.2586,0.239
385,r      ,385,2.261,2.482,2.243,0.0838,0.0307,0.1039
